adNumber,price,city,adType,model,subModel,productionDate,km,hand,createdAt,updatedAt,rebouncedAt,listingType,number_of_years,km_per_year,description,link,make,hp
33438827,72732,,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-01-01,109386,1,2025-03-20,2025-03-27,2025-03-27,commercial,4.232717316906228,25842.97,ArrayArrayדאצ'יה דאסטר החדש לורייט 1461 דיזל ידני 2021,https://www.yad2.co.il/vehicles/item/bw0ctymw,דאצ'יה,116
75149509,63990,חיפה,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2019-2021],2020-01-01,159000,1,2025-02-26,2025-03-27,2025-03-27,commercial,5.234770704996578,30373.82,"אפשרות טרייד אין ומימון.

מאיר זורע 1, חיפה.
וויז: רכב חיפה - סניף חוף כרמל.

דרך ההגנה 26, חיפה.
וויז: טרייד אין רכב חיפה.



",https://www.yad2.co.il/vehicles/item/snk39zlp,דאצ'יה,116
85864447,76140,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,96126,1,2025-03-10,2025-03-27,2025-03-27,commercial,3.2334017796030117,29729.06,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/0kos6clv,דאצ'יה,131
56885279,0,אזור,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2021-06-01,62000,1,2025-03-23,2025-03-27,2025-03-27,commercial,3.8193018480492813,16233.33,"דאצ'ה דאסטר,רכב חדששששש,נקי מתאונות מתחייב לכל בדיקה בארץ,מטופל בזמן לפי הוראות יצרן,מגיע עם מלא תוספות,אפשרות להחלפה כולל מימון עד 100%
",https://www.yad2.co.il/vehicles/item/ugjsp5hq,דאצ'יה,131
45342532,78570,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,75926,1,2025-03-12,2025-03-27,2025-03-27,commercial,3.2334017796030117,23481.77,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/uhxo0q8b,דאצ'יה,131
81017948,65900,חיפה,commercial,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2021-10-01,145000,1,2025-03-05,2025-03-27,2025-03-27,commercial,3.485284052019165,41603.5,"דאציה דסטר שנת 2021 אוטומט !
מנוע 1.3 טורבו בנזין חזק וחסכוני מאוד 
אפשרויות מימון עד 100 אחוז
טרייד אין לכל סוגי הרכבים ",https://www.yad2.co.il/vehicles/item/1d821ogo,דאצ'יה,150
38659928,72732,,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-01-01,109386,1,2025-02-11,2025-03-27,2025-03-27,commercial,4.232717316906228,25842.97,ArrayArrayדאצ'יה דאסטר החדש לורייט 1461 דיזל ידני 2021,https://www.yad2.co.il/vehicles/item/6lg2tdya,דאצ'יה,116
58297400,28000,גבעת שמואל,commercial,דאסטר,4X2 Laureate ידני בנזין 1.2 (125 כ״ס),2016-11-01,135000,2,2025-03-26,2025-03-27,2025-03-27,commercial,8.399726214921287,16071.95,רכב שמור ומטופל ללא תאונות.,https://www.yad2.co.il/vehicles/item/1m8j9ybe,דאצ'יה,125
97306375,74520,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,63389,1,2025-03-10,2025-03-27,2025-03-27,commercial,3.2334017796030117,19604.43,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/k9wa7jl6,דאצ'יה,131
49945804,69990,חיפה,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-09-01,92000,1,2025-03-06,2025-03-27,2025-03-27,commercial,2.568104038329911,35824.09,"אפשרות טרייד אין ומימון.

מאיר זורע 1, חיפה.
וויז: רכב חיפה - סניף חוף כרמל.

דרך ההגנה 26, חיפה.
וויז: טרייד אין רכב חיפה.



",https://www.yad2.co.il/vehicles/item/1ce2pfv5,דאצ'יה,131
97653879,74520,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,69374,1,2025-03-12,2025-03-27,2025-03-27,commercial,3.2334017796030117,21455.42,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/dw5oyp5u,דאצ'יה,131
71376740,65000,אודים,commercial,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2021-2025],2021-05-01,149000,1,2025-03-05,2025-03-27,2025-03-27,commercial,3.9041752224503763,38164.27,"האוטו מגיע עם כל התוספות האפשריות והמקוריות מהחברה- ( מערכת מולטימדיה גדולה הכוללת מצלמת רוורס , חיישני רוורס , גאנט 16' , וו' גרירה USB, Bluetooth , קודנית , ועוד המון תוספות ) 
אפשרות למימון עד 100%
אפשרות להחלפה
התחייבות מלאה בבדיקה
TOMER_KUDISH_CARS",https://www.yad2.co.il/vehicles/item/rbn3arhc,דאצ'יה,116
72768906,91000,,commercial,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2022-01-01,68000,2,2025-03-11,2025-03-27,2025-03-27,commercial,3.2334017796030117,21030.48,"חסכון עצום של עד 60% ממחיר השוק! בדרך לרכב חלומותיך במחיר שלא תאמין: רכישה מכונס נכסים/ בא כח הבעלים היא הזדמנות יוצאת דופן לחסוך עד 60% ממחיר השוק הרגיל. כדי להבטיח שתקבל את העסקה המושלמת, מומלץ לאמת את פרטי הרכב ישירות מול המוכר או כונס הנכסים באתר konesy2.co.il זו הדרך המושלמת להבטיח עסקה, מוצלחת וחסכונית במיוחד! למודעה konesy2.co.il/live/27690ב""כ הבעלים.
רכב מניע,מצב נסיעה</p...",https://www.yad2.co.il/vehicles/item/c5ixwf4p,דאצ'יה,150
62657942,89999,נתניה,commercial,דאסטר,4X4 Expression ידני בנזין 1.3 (150 כ״ס),2023-02-01,63000,2,2025-02-11,2025-03-27,2025-03-27,commercial,2.1492128678986995,29313.06,"הרכב זמין באספקה מיידית. דגם אקספריישן עם גפ""מ. מגיע עם התחייבות בבדיקה במכון בדיקה שאתם תבחרו, אפשרות 100% מימון בהוראת קבע או צ'קים גם ללא מקדמה. אפשרות להחלפה וטרייד אין משתלם, בנוסף מתחייבים לטרייד אין עתידי אצלנו. בואו להתרשם במתחם הרכב שלנו מצי רכבים ענק ומגוון. יושבים בכביש 2 - תחנת דלק סונול אמיתי נתניה. חייגו לנציג לקבלת פרטים נוספים, תוכלו לקבל הצעה משתלמת גם לטרייד אין ומימון,חייגו :)",https://www.yad2.co.il/vehicles/item/voer09u3,דאצ'יה,150
97719687,76140,,commercial,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,69079,1,2025-03-10,2025-03-27,2025-03-27,commercial,3.2334017796030117,21364.19,"ArrayArrayדאצ'יה דאסטר החדש לורייט  1332 131 כ""ס ידני 2022",https://www.yad2.co.il/vehicles/item/0k1gb6j2,דאצ'יה,131
83831289,102000,רמת ישי,private,דאסטר,Prestige אוט׳ 1.3 (150 כ״ס) [2022-2025],2022-08-01,58000,2,2025-03-15,2025-03-25,2025-03-25,private,2.652977412731006,21862.23,"דגם Extreme,1.3 Turbo (150כ""ס) חדש לגמרי,  מטופל במרכז שירות (מוסך) של היבואן בלבד, רמת הגימור אקסטרים במהדורה מוגבלת, עם כל התוספות פנים וחוץ + תפוח גרירה, מצלמת רשת ברוף + מצלמות מובנות הקיפיות כלל הצדדים. מולטימדיה אפל קאר/אנדרואיד. צמיגים חדשים +מצבר חדש הוחלפו לפני חודש. אחריות יצרן (כולל פטור ממכון טסט), עד יולי 2026.  רכב מעולה, כיפי בטירוף, מוכרים כי אינו מותאם למשפחה גדולה, בלי סיפורים :)",https://www.yad2.co.il/vehicles/item/708kv824,דאצ'יה,150
41003741,51000,מודיעין מכבים רעות,private,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2019-02-01,188000,2,2025-03-05,2025-03-25,2025-03-25,private,6.1492128678987,30573.02,"רכב מדהים, חסכוני וחזק צמיגים קדמיים חדשים טסט לשנה נמכר עקב קבלת רכב מהעבודה.
רצועת טיימינג הוחלפה לפני 10,000 ק""מ
כולל גגון.",https://www.yad2.co.il/vehicles/item/wroun1um,דאצ'יה,109
66840545,48000,נס ציונה,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2019-2022],2021-01-01,150000,2,2025-01-16,2025-03-26,2025-03-25,private,4.232717316906228,35438.23,מטופל  חסכוני עם עבירות מצוינת נמכר עקב קניית רכב אחר,https://www.yad2.co.il/vehicles/item/k82ejsvs,דאצ'יה,131
69232306,29000,עזריאל,private,דאסטר,4X2 Prestige ידני בנזין 1.2 (125 כ״ס),2015-02-01,146361,2,2025-03-25,2025-03-26,2025-03-25,private,10.149212867898699,14420.92,רכב שמור במצב מצויין כולל מערכת מולטימדיה איכותית ביותר ,https://www.yad2.co.il/vehicles/item/7ksvf42o,דאצ'יה,125
83605058,63000,תדהר,private,דאסטר,4X2 Prestige ידני בנזין 1.3 (150 כ״ס),2020-02-01,61000,2,2025-02-09,2025-03-25,2025-03-25,private,5.149897330595483,11844.9,"דגם פרסטיג המפואר! מצלמות הקפיות, הנעה ללא מפתח, מנוע 1.3 טורבו עם 150 כ""ס מגיני דלתות, מגיני רוח,מגיני בוץ, מדרגות צד, טסט לשנה! ק""מ נמוך ללא תאונות, ללא מכות, ללא שריטות, מצ""ב נדיר!! צמיגים חדשים, מחירון לוי יצחק 70 אלף מחיר מציאה! נמכר עקב רכישת רכב חדש התחייבות בבדיקה! לא בשבת",https://www.yad2.co.il/vehicles/item/qkw27jvr,דאצ'יה,150
73925736,30000,חיפה,private,דאסטר,4X4 Laureate ידני בנזין 1.2 (125 כ״ס),2017-06-01,190000,2,2025-03-24,2025-03-25,2025-03-24,private,7.819301848049282,24298.84,למכירה דאציה דאסטר טסט לשנה.,https://www.yad2.co.il/vehicles/item/i5wko6p4,דאצ'יה,125
85387301,82000,חדרה,private,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2022-02-01,142000,1,2025-02-27,2025-03-24,2025-03-24,private,3.1485284052019167,45100.43,"דגם משופר, טיפולים בזמן. מאובזר בוו גרירה, גגון, מגנזיום ועוד הרבה תוספות. רכב שמור,
מומלץ מאוד. 
",https://www.yad2.co.il/vehicles/item/29oi95a5,דאצ'יה,150
76531524,0,טירת כרמל,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-01-01,28000,1,2025-02-26,2025-03-23,2025-03-23,private,3.2334017796030117,8659.61,"רכב שמור פרטית יד ראשונה 
מצב מעולה קילומטראז נמוך 
",https://www.yad2.co.il/vehicles/item/58x4p6eq,דאצ'יה,131
45294138,53000,אור עקיבא,private,דאסטר,4X2 Laureate אוט׳ דיזל 1.5 (109 כ״ס) [2018-2019],2018-01-01,120000,2,2025-03-23,2025-03-24,2025-03-23,private,7.233401779603011,16589.7,דטשיה דאסטר 2018 דזל פרטי 2/4 אוטמטי 120000קמ יד שניה  טוספות וו גרירה מובלי מצלמת דרך סטייה מנתיב בקרת ילדים כנפונים  מטופל רק בחברה  ללא תאונות מחיר 53 גמיש ,https://www.yad2.co.il/vehicles/item/kmzaivom,דאצ'יה,109
56699826,0,"בני עי""ש",private,דאסטר,4X2 Laureate אוט׳ בנזין 1.3 (150 כ״ס) [2021-2025],2022-04-01,61000,1,2025-03-23,2025-03-24,2025-03-23,private,2.9869952087611225,20421.86,"רכב שמור מטופל במורשה בלבד (מוסך צמרת אשדוד) לצערי עקב שירות מילואים ממושך יש כמה דברים קוסמטיים קטנים לסדר 
חוץ מזה רכב פיקס נהג יחיד אחרי טיפול 60,000 ",https://www.yad2.co.il/vehicles/item/qah9d9fh,דאצ'יה,150
89161848,90000,עומר,private,דאסטר,4X2 Expression ידני דיזל 1.5 (116 כ״ס),2023-07-01,46333,1,2025-02-25,2025-03-23,2025-03-23,private,1.7385352498288844,26650.6,"רכב במצב מצויין, ללא תאונות, היה מטופל במוסך מורשה.
בבקשה להתקשר עד שעה 16:00",https://www.yad2.co.il/vehicles/item/eesrrb3r,דאצ'יה,116
43404406,88000,חולון,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-10-01,8900,1,2025-02-26,2025-03-22,2025-03-22,private,2.485968514715948,3580.09,"דאציה דאסטר.
שנת יצור  10/2022
בעלות פרטית.
גיר ידני.
. מנוע בנזין 1.3 (131) כ""ס.
יד ראשונה.
קילומטראז  רק 8900 ק""מ.
טסט עד 11/10/2025
גנטים מגנזיום, חלונות כהים, מולטימדיה, מצלמת פרונט+רוורס.
היה בבעלות של איש מבוגר. כמעט ולא היה בשימוש. נמכר עקב פטירתו של בעל הרכב.
מחיר : 88000 ש""ח",https://www.yad2.co.il/vehicles/item/cco38qc5,דאצ'יה,131
88464029,113700,קרית ים,private,דאסטר,4X2 Prestige אוט׳ 1.3 (150 כ״ס) [2021-2025],2022-11-01,30500,1,2022-12-12,2025-03-22,2025-03-22,private,2.401095140314853,12702.54,"רכב מדהים . חדש חדש. 
עלה לכביש 31/10/2022. 
טסט לשנה עד 1/11/2025.
עבר 30,500 ק'מ.
אחרי טיפול גדול .
כול התוספות איפשריות.
מצורפים מסמכים בתמונות.
אחריות ל 5 שנים של יצרן .
רכב חדש בחברה 
עולה 151,000 ש�ח.
מוכן להחלפה .
מחיר מחירון 113,700 ש�ח.
יש גם אפשרות להביר מימון על קונה .
מחיר סופי סופי. 
בשביל לסגור מימון.
לא להיתקשר סתם לבלבל את מוח.",https://www.yad2.co.il/vehicles/item/gf7m8wri,דאצ'יה,150
66420552,80000,מורשת,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2021-2025],2022-10-01,40000,1,2024-07-30,2025-03-22,2025-03-22,private,2.485968514715948,16090.31,"בס""ד
טסט לשנה
עם הרחבת אחריות גם על המולטימדיה ל5 שנים. מסך 10"" , שטיחוני גומי כולל בתא המטען. מצלמת פרוף קדימה ואחורה 24/7.
נמכר עקב קבלת רכב מהעבודה.",https://www.yad2.co.il/vehicles/item/c3m8xwb0,דאצ'יה,131
62295316,22000,אשדוד,private,דאסטר,4X4 Laureate ידני בנזין 1.2 (125 כ״ס),2016-07-01,240000,2,2024-12-07,2025-03-21,2025-03-21,private,8.736481861738536,27471.01,מצב טוב הכל עובד . טסט ארוך . 4*4 . חיסחוני לא עושה בעיות . שירט אותי 3 שנים . מוכר עקב שידרוג .,https://www.yad2.co.il/vehicles/item/mw5blbqh,דאצ'יה,125
71644623,37000,חדרה,private,דאסטר,4X2 Prestige אוט׳ דיזל 1.5 (109 כ״ס) [2017-2019],2017-07-01,223000,2,2025-03-12,2025-03-21,2025-03-21,private,7.737166324435318,28821.92,רכב במצב מכאני מצויין.דגם משופר גלגלי מגנזיום חלונות ניסגרים בנעילת הרכב סוס עבודה. צריכת דלק 1:20. מטופל בזמן. בבעלותי 3 שנים.,https://www.yad2.co.il/vehicles/item/nht1x6o2,דאצ'יה,109
43547000,29500,מבואות יריחו,private,דאסטר,4X4 Laureate ידני בנזין 1.2 (125 כ״ס),2016-10-01,168252,2,2024-11-10,2025-03-21,2025-03-21,private,8.484599589322382,19830.28,"רכב מטופל בזמן, אחרי טיפול שנתי גדול, טסט לשנה!
מיגון תחתון מלא RASTA, וו גרירה ברישיון.
קילומטרז נמוך.
אפשר לראות את הרכב גם בירושלים.",https://www.yad2.co.il/vehicles/item/bpyoqyf8,דאצ'יה,125
46607853,57000,חדרה,private,דאסטר,4X2 Laureate ידני דיזל 1.5 (116 כ״ס) [2019-2021],2020-10-01,145000,1,2025-03-20,2025-03-21,2025-03-20,private,4.484599589322382,32332.88,"רכב שמור
רהג יחיד
מצבר חדש
מתחייב בבדיקה
וו גרירה 
היסטורית טיפולים ממלאה",https://www.yad2.co.il/vehicles/item/g8f1byd2,דאצ'יה,116
52819418,50000,אשדוד,private,דאסטר,4X2 Laureate ידני בנזין 1.3 (131 כ״ס) [2019-2022],2019-07-01,64000,1,2025-03-19,2025-03-20,2025-03-19,private,5.738535249828884,11152.67,"ידני הורכב מנוע חדש, צמיגים חדשים, מערכת 
מולטימדיה 10""
",https://www.yad2.co.il/vehicles/item/vj278d9g,דאצ'יה,131
47654249,81000,מודיעין מכבים רעות,private,דאסטר,4X4 Prestige ידני בנזין 1.3 (150 כ״ס) [2019-2021],2021-02-01,74000,2,2025-03-15,2025-03-19,2025-03-19,private,4.147843942505133,17840.59,"הדגם המוצלח , מהיר וחזק מאוד ,יכולות שטח מעולות 
טסט לשנה , וו גרירה , מיגון תחתון, צמיגים 50 50 , קודנית מרימי שמשות , שמשות מושחרות 
אוטו מצוין כפריבט וטיולים בסופש ",https://www.yad2.co.il/vehicles/item/n76428r5,דאצ'יה,150
